fighter,weight_class,elo,record,fights,wins,losses,draws,win_rate,finish_rate,last_fight,rank
Rose Namajunas,Women's Flyweight,1518.0,3-3-0,6,3,3,0,50.0,0.0,2026-01-24,27
Joanne Wood,Women's Flyweight,1517.2,7-5-0,12,7,5,0,58.3,28.6,2024-03-09,28
Jessica-Rose Clark,Women's Flyweight,1514.5,2-1-0,3,2,1,0,66.7,0.0,2018-06-23,29
Melissa Gatto,Women's Flyweight,1513.7,2-2-0,4,2,2,0,50.0,100.0,2023-07-01,30
Viviane Araujo,Women's Flyweight,1511.6,6-6-0,12,6,6,0,50.0,0.0,2025-06-28,31
Dione Barbosa,Women's Flyweight,1509.4,2-2-0,4,2,2,0,50.0,50.0,2025-08-16,32
Molly McCann,Women's Flyweight,1505.0,6-5-0,11,6,5,0,54.5,33.3,2023-07-22,33
Liz Carmouche,Women's Flyweight,1502.8,2-2-0,4,2,2,0,50.0,0.0,2019-08-10,34
Mayra Bueno Silva,Women's Flyweight,1502.4,2-3-1,6,2,3,1,33.3,100.0,2025-02-01,35
Antonina Shevchenko,Women's Flyweight,1501.1,4-4-0,8,4,4,0,50.0,50.0,2022-07-09,36
Maryna Moroz,Women's Flyweight,1497.3,3-3-0,6,3,3,0,50.0,33.3,2024-03-09,37
Jessica Andrade,Women's Flyweight,1495.0,3-4-0,7,3,4,0,42.9,66.7,2025-05-10,38
Ariane da Silva,Women's Flyweight,1492.4,6-7-0,13,6,7,0,46.2,33.3,2025-06-07,39
Amanda Ribas,Women's Flyweight,1489.6,2-3-0,5,2,3,0,40.0,50.0,2024-03-23,40
Sabina Mazo,Women's Flyweight,1488.2,3-3-0,6,3,3,0,50.0,33.3,2022-03-12,41
Hannah Goldy,Women's Flyweight,1485.2,1-2-0,3,1,2,0,33.3,100.0,2022-07-23,42
Paige VanZant,Women's Flyweight,1485.1,1-2-0,3,1,2,0,33.3,100.0,2020-07-11,43
Julija Stoliarenko,Women's Flyweight,1484.6,1-2-0,3,1,2,0,33.3,100.0,2025-08-09,44
Juliana Miller,Women's Flyweight,1483.8,2-3-0,5,2,3,0,40.0,50.0,2026-02-21,45
Cortney Casey,Women's Flyweight,1482.6,2-3-0,5,2,3,0,40.0,50.0,2022-07-09,46
Mandy Bohm,Women's Flyweight,1482.1,1-2-0,3,1,2,0,33.3,0.0,2023-05-13,47
Liana Jojua,Women's Flyweight,1480.7,1-2-0,3,1,2,0,33.3,100.0,2021-11-13,48
Jessica Eye,Women's Flyweight,1476.6,4-5-0,9,4,5,0,44.4,0.0,2022-07-02,49
Priscila Cachoeira,Women's Flyweight,1474.2,3-5-0,8,3,5,0,37.5,66.7,2023-07-29,50
Ivana Petrovic,Women's Flyweight,1473.1,1-3-0,4,1,3,0,25.0,100.0,2025-05-03,51
Gina Mazany,Women's Flyweight,1471.2,1-2-0,3,1,2,0,33.3,100.0,2022-04-30,52
Roxanne Modafferi,Women's Flyweight,1471.1,4-7-0,11,4,7,0,36.4,25.0,2022-02-12,53
Tereza Bleda,Women's Flyweight,1470.2,1-2-0,3,1,2,0,33.3,0.0,2025-12-13,54
Alexis Davis,Women's Flyweight,1468.0,1-3-0,4,1,3,0,25.0,0.0,2019-07-27,55
Shana Dobson,Women's Flyweight,1467.6,2-4-0,6,2,4,0,33.3,100.0,2021-02-20,56
Ji Yeon Kim,Women's Flyweight,1466.7,3-5-0,8,3,5,0,37.5,33.3,2023-05-13,57
Poliana Botelho,Women's Flyweight,1462.0,1-3-0,4,1,3,0,25.0,0.0,2022-06-04,58
Justine Kish,Women's Flyweight,1461.3,1-3-0,4,1,3,0,25.0,0.0,2021-04-17,59
Lauren Mueller,Women's Flyweight,1460.3,1-3-0,4,1,3,0,25.0,0.0,2019-10-12,60
Andrea Lee,Women's Flyweight,1458.0,5-9-0,14,5,9,0,35.7,40.0,2025-03-01,61
Mariya Agapova,Women's Flyweight,1457.4,2-4-0,6,2,4,0,33.3,100.0,2024-07-13,62
Rachael Ostovich,Women's Flyweight,1452.7,1-3-0,4,1,3,0,25.0,100.0,2020-11-28,63
Brogan Walker,Women's Flyweight,1447.8,0-3-0,3,0,3,0,0.0,0.0,2025-10-04,64
Cynthia Calvillo,Women's Flyweight,1443.4,1-4-0,5,1,4,0,20.0,0.0,2022-08-13,65
Kalindra Faria,Women's Flyweight,1441.4,0-3-0,3,0,3,0,0.0,0.0,2018-08-25,66
Diana Belbita,Women's Flyweight,1440.3,0-3-0,3,0,3,0,0.0,0.0,2025-04-05,67
Mara Romero Borella,Women's Flyweight,1440.0,2-5-0,7,2,5,0,28.6,50.0,2020-09-19,68
Lucie Pudilova,Women's Flyweight,1433.7,0-4-0,4,0,4,0,0.0,0.0,2024-07-20,69
Victoria Leonardo,Women's Flyweight,1431.0,1-4-0,5,1,4,0,20.0,0.0,2024-08-24,70
Zhang Weili,Women's Strawweight,1658.6,10-2-0,12,10,2,0,83.3,40.0,2025-02-08,1
Tatiana Suarez,Women's Strawweight,1621.2,7-1-0,8,7,1,0,87.5,57.1,2025-09-13,2
Rose Namajunas,Women's Strawweight,1614.3,9-4-0,13,9,4,0,69.2,55.6,2022-05-07,3
Mackenzie Dern,Women's Strawweight,1606.5,11-5-0,16,11,5,0,68.8,45.5,2025-10-25,4
Virna Jandiroba,Women's Strawweight,1600.1,8-4-0,12,8,4,0,66.7,50.0,2025-10-25,5
Loopy Godinez,Women's Strawweight,1588.9,8-3-0,11,8,3,0,72.7,25.0,2025-08-16,6
Tabatha Ricci,Women's Strawweight,1588.6,7-2-0,9,7,2,0,77.8,28.6,2025-07-26,7
Amanda Lemos,Women's Strawweight,1585.0,9-4-0,13,9,4,0,69.2,55.6,2025-09-13,8
Gillian Robertson,Women's Strawweight,1584.3,5-1-0,6,5,1,0,83.3,60.0,2025-05-03,9
Denise Gomes,Women's Strawweight,1584.1,6-2-0,8,6,2,0,75.0,50.0,2025-11-08,10
Jessica Andrade,Women's Strawweight,1578.6,10-6-0,16,10,6,0,62.5,60.0,2025-08-16,11
Yan Xiaonan,Women's Strawweight,1574.9,9-4-0,13,9,4,0,69.2,11.1,2025-04-12,12
Joanna Jedrzejczyk,Women's Strawweight,1569.7,10-4-0,14,10,4,0,71.4,20.0,2022-06-11,13
Carla Esparza,Women's Strawweight,1562.2,10-6-0,16,10,6,0,62.5,20.0,2024-10-05,14
Fatima Kline,Women's Strawweight,1561.3,3-0-0,3,3,0,0,100.0,66.7,2025-11-15,15
Jaqueline Amorim,Women's Strawweight,1559.6,4-2-0,6,4,2,0,66.7,100.0,2025-10-25,16
Cynthia Calvillo,Women's Strawweight,1558.3,5-2-1,8,5,2,1,62.5,60.0,2023-04-08,17
Loma Lookboonmee,Women's Strawweight,1554.8,7-3-0,10,7,3,0,70.0,14.3,2025-09-27,18
Tecia Pennington,Women's Strawweight,1550.4,11-8-0,19,11,8,0,57.9,18.2,2025-11-08,19
Iasmin Lucindo,Women's Strawweight,1547.0,4-2-0,6,4,2,0,66.7,25.0,2025-08-09,20
Claudia Gadelha,Women's Strawweight,1542.6,7-5-0,12,7,5,0,58.3,14.3,2020-11-07,21
Talita Alencar,Women's Strawweight,1541.3,3-1-0,4,3,1,0,75.0,33.3,2025-11-01,22
Sam Hughes,Women's Strawweight,1541.0,6-5-0,11,6,5,0,54.5,33.3,2025-09-06,23
JJ Aldrich,Women's Strawweight,1533.7,3-1-0,4,3,1,0,75.0,0.0,2018-08-04,24
Paige VanZant,Women's Strawweight,1530.2,4-2-0,6,4,2,0,66.7,75.0,2016-12-17,25
Amanda Ribas,Women's Strawweight,1524.0,5-3-0,8,5,3,0,62.5,40.0,2025-07-26,26
Stephanie Luciano,Women's Strawweight,1524.0,2-1-0,3,2,1,0,66.7,50.0,2025-10-18,26
Piera Rodriguez,Women's Strawweight,1523.9,4-2-0,6,4,2,0,66.7,0.0,2025-08-02,28
Ketlen Souza,Women's Strawweight,1522.0,3-2-0,5,3,2,0,60.0,33.3,2026-02-07,29
Aisling Daly,Women's Strawweight,1521.1,2-1-0,3,2,1,0,66.7,50.0,2015-10-24,30
Mizuki,Women's Strawweight,1520.6,2-1-0,3,2,1,0,66.7,0.0,2025-10-25,31
Vanessa Demopoulos,Women's Strawweight,1517.7,5-3-0,8,5,3,0,62.5,20.0,2025-04-05,32
Justine Kish,Women's Strawweight,1515.2,2-1-0,3,2,1,0,66.7,0.0,2017-06-25,33
Poliana Botelho,Women's Strawweight,1515.1,2-1-0,3,2,1,0,66.7,50.0,2018-11-17,34
Josefine Knutsson,Women's Strawweight,1513.3,2-1-0,3,2,1,0,66.7,0.0,2024-12-14,35
Julia Polastri,Women's Strawweight,1513.3,2-2-0,4,2,2,0,50.0,50.0,2025-10-11,35
Marina Rodriguez,Women's Strawweight,1506.7,6-6-2,14,6,6,2,42.9,33.3,2025-05-03,37
Cheyanne Vlismas,Women's Strawweight,1506.3,2-2-0,4,2,2,0,50.0,50.0,2022-12-17,38
Nina Nunes,Women's Strawweight,1505.5,4-4-0,8,4,4,0,50.0,25.0,2021-04-10,39
Maryna Moroz,Women's Strawweight,1502.7,3-3-0,6,3,3,0,50.0,33.3,2018-02-24,40
Valerie Letourneau,Women's Strawweight,1501.6,2-2-0,4,2,2,0,50.0,0.0,2016-12-10,41
Yazmin Jauregui,Women's Strawweight,1500.9,3-2-0,5,3,2,0,60.0,33.3,2024-09-14,42
Viviane Pereira,Women's Strawweight,1500.2,2-2-0,4,2,2,0,50.0,0.0,2018-06-23,43
Shauna Bannon,Women's Strawweight,1500.1,2-2-0,4,2,2,0,50.0,50.0,2025-09-06,44
Ariane Carnelossi,Women's Strawweight,1498.1,3-3-0,6,3,3,0,50.0,66.7,2025-11-01,45
Bruna Brasil,Women's Strawweight,1497.7,3-3-0,6,3,3,0,50.0,0.0,2026-02-07,46
Alice Ardelean,Women's Strawweight,1497.7,2-2-0,4,2,2,0,50.0,0.0,2025-11-01,46
Emily Ducote,Women's Strawweight,1496.8,2-2-0,4,2,2,0,50.0,0.0,2024-05-18,48
Alexa Grasso,Women's Strawweight,1494.8,3-3-0,6,3,3,0,50.0,0.0,2019-09-21,49
Aleksandra Albu,Women's Strawweight,1494.4,2-2-0,4,2,2,0,50.0,50.0,2019-10-26,50
Cory McKenna,Women's Strawweight,1494.3,3-3-0,6,3,3,0,50.0,33.3,2024-10-12,51
Angela Hill,Women's Strawweight,1490.8,12-16-0,28,12,16,0,42.9,25.0,2025-11-15,52
Kay Hansen,Women's Strawweight,1490.6,1-2-0,3,1,2,0,33.3,100.0,2022-04-09,53
Livinha Souza,Women's Strawweight,1490.0,3-3-0,6,3,3,0,50.0,33.3,2021-10-23,54
Cortney Casey,Women's Strawweight,1489.0,4-6-0,10,4,6,0,40.0,50.0,2019-02-17,55
Viktoriia Dudakova,Women's Strawweight,1489.0,2-2-0,4,2,2,0,50.0,50.0,2025-01-11,55
Emily Whitmire,Women's Strawweight,1488.8,2-2-0,4,2,2,0,50.0,50.0,2020-08-29,57
Bec Rawlings,Women's Strawweight,1485.2,2-3-0,5,2,3,0,40.0,50.0,2017-02-04,58
Felice Herrig,Women's Strawweight,1484.8,5-5-0,10,5,5,0,50.0,40.0,2022-06-04,59
Heather Clark,Women's Strawweight,1484.0,1-2-0,3,1,2,0,33.3,0.0,2016-11-05,60
Danielle Taylor,Women's Strawweight,1483.1,2-3-0,5,2,3,0,40.0,0.0,2018-08-04,61
Jamie Moyle,Women's Strawweight,1482.2,1-2-0,3,1,2,0,33.3,0.0,2018-07-07,62
Molly McCann,Women's Strawweight,1481.3,1-2-0,3,1,2,0,33.3,100.0,2025-03-22,63
Melissa Martinez,Women's Strawweight,1477.3,1-2-0,3,1,2,0,33.3,0.0,2025-07-12,64
Juliana Lima,Women's Strawweight,1477.2,3-4-0,7,3,4,0,42.9,0.0,2018-01-27,65
Kanako Murata,Women's Strawweight,1477.0,1-2-0,3,1,2,0,33.3,0.0,2023-10-07,66
Karolina Kowalkiewicz,Women's Strawweight,1474.8,9-10-0,19,9,10,0,47.4,11.1,2025-10-11,67
Elise Reed,Women's Strawweight,1473.3,4-4-0,8,4,4,0,50.0,0.0,2025-05-17,68
Diana Belbita,Women's Strawweight,1473.2,2-3-0,5,2,3,0,40.0,0.0,2024-02-03,69
Joanne Wood,Women's Strawweight,1471.2,2-3-0,5,2,3,0,40.0,0.0,2017-07-16,70
Polyana Viana,Women's Strawweight,1471.2,4-6-0,10,4,6,0,40.0,100.0,2025-04-26,70
Maria Oliveira,Women's Strawweight,1469.9,1-3-0,4,1,3,0,25.0,0.0,2023-06-10,72
Michelle Waterson-Gomez,Women's Strawweight,1469.1,6-8-0,14,6,8,0,42.9,33.3,2024-06-29,73
Seo Hee Ham,Women's Strawweight,1468.4,1-3-0,4,1,3,0,25.0,0.0,2016-11-26,74
Luana Pinheiro,Women's Strawweight,1467.5,3-4-0,7,3,4,0,42.9,0.0,2025-05-17,75
Silvana Gomez Juarez,Women's Strawweight,1462.1,1-3-0,4,1,3,0,25.0,100.0,2022-11-12,76
Gloria de Paula,Women's Strawweight,1461.3,1-3-0,4,1,3,0,25.0,0.0,2022-06-18,77
Randa Markos,Women's Strawweight,1460.9,7-10-1,18,7,10,1,38.9,14.3,2021-10-23,78
Syuri Kondo,Women's Strawweight,1460.6,1-3-0,4,1,3,0,25.0,0.0,2019-06-22,79
Mallory Martin,Women's Strawweight,1460.6,1-3-0,4,1,3,0,25.0,100.0,2021-12-04,79
Amanda Cooper,Women's Strawweight,1453.7,2-4-0,6,2,4,0,33.3,50.0,2018-11-10,81
Rayanne dos Santos,Women's Strawweight,1452.7,0-3-0,3,0,3,0,0.0,0.0,2025-05-31,82
Jessica Aguilar,Women's Strawweight,1449.2,1-4-0,5,1,4,0,20.0,0.0,2019-03-30,83
Jessica Penne,Women's Strawweight,1446.9,3-6-0,9,3,6,0,33.3,33.3,2024-10-19,84
Jocelyn Jones-Lybarger,Women's Strawweight,1445.4,0-3-0,3,0,3,0,0.0,0.0,2017-01-15,85
Alex Chambers,Women's Strawweight,1442.2,1-4-0,5,1,4,0,20.0,100.0,2018-09-22,86
Miranda Granger,Women's Strawweight,1437.9,0-3-0,3,0,3,0,0.0,0.0,2022-08-06,87
Angela Magana,Women's Strawweight,1437.7,0-3-0,3,0,3,0,0.0,0.0,2017-12-02,88
Hannah Cifers,Women's Strawweight,1437.0,2-4-0,6,2,4,0,33.3,0.0,2020-08-29,89
Jodie Esquibel,Women's Strawweight,1436.6,0-4-0,4,0,4,0,0.0,0.0,2019-08-17,90
Montserrat Conejo Ruiz,Women's Strawweight,1434.0,1-4-0,5,1,4,0,20.0,0.0,2025-11-01,91
Jinh Yu Frey,Women's Strawweight,1430.8,2-6-0,8,2,6,0,25.0,0.0,2023-10-21,92
Ashley Yoder,Women's Strawweight,1429.6,3-8-0,11,3,8,0,27.3,0.0,2023-10-14,93
Kailin Curran,Women's Strawweight,1417.1,1-6-0,7,1,6,0,14.3,100.0,2017-11-25,94
Istela Nunes,Women's Strawweight,1409.1,0-5-0,5,0,5,0,0.0,0.0,2025-04-05,95
